doc_id,chunk_id,chunk_index,idioma,texto_analise
doc_ecbea0911b71e6fa,doc_ecbea0911b71e6fa_ch_0049,49,pt,"ador, hein? 
 
 
Speaker 2 - 48:44
 
Meeting Title: DG4_Radiosa_CFs_0412_13h30.m4a Meeting created at: 13th Mar, 2026 - 10:41 AM
50 / 118
 
 
 Porque assim, como minha pele é muito seca, aí quando eu estava gestante, a minha obstetra me recomendou eu 
sempre usar hidratante para não abrir mais as estrias. Aí eu uso ele, e à noite eu uso óleo de rosa mosqueta. 
 
 
 
 
Speaker 1 - 49:08
 
 Me conte, onde você usa o óleo de rosa mosqueta e por quê? 
 
 
 
 
 
Speaker 2 - 49:12
 
 É na barriga e na barriga, por causa das estrias, para ajudar a clarear também. Aí o hidratante, ele hidrata, né? E o 
óleo, à noite, para não ficar... Abrir mais. 
 
 
 
 
Speaker 1 - 49:28
 
 Mas você passa esse hidratante também na barriga antes do óleo ou não, só o óleo? 
 
 
 
 
 
Speaker 2 - 49:33
 
 Eu passo no corpo todo. 
 
 
 
 
Speaker 1 - 49:36
 
 De manhã e à noite? O hidratante, nas duas vezes no dia você usa? 
 
 
 
 
 
Speaker 2 - 49:41
 
 Sim. 
 
 
Speaker 1 - 49:42
Meeting Title: DG4_Radiosa_CFs_0412_13h30.m4a Meeting created at: 13th Mar, 2026 - 10:41 AM
51 / 118
 
 
 Só que o óleo só à noite. 
 
 
 
 
 
Speaker 2 - 49:43
 
 Para ficar mais... Dar mais firmeza, né? E tanto que o"
doc_d7948b6302ad2fee,doc_d7948b6302ad2fee_ch_0090,90,pt,"peaker 1 - 01:19:43
Meeting Title: DG2_Anima_0512_14h30.mp3 Meeting created at: 18th Mar, 2026 - 4:37 PM
109 / 164
 
 Folhas, cascas e troncos. Muito legal. 
 
 
 
 
 
Speaker 2 - 01:19:46
 
 Olha o creme de cabelo lindo. 
 
 
 
 
Speaker 1 - 01:19:49
 
 O creme de cabelo tá bonito? 
 
 
 
 
 
Speaker 2 - 01:19:51
 
 Sim, tá lindo. 
 
 
 
 
Speaker 1 - 01:19:52
 
 Tudo. Bom, teve alguma coisa aí que vocês não gostaram, incomodou? Não? Não, não. Muito bom. 
 
 
 
 
 
Speaker 2 - 01:20:00
 
 O que eu entendi é que aqui. 
 
 
 
 
Speaker 1 - 01:20:03
 
 Você tem formato novo, diferente, e lá nas outras também tem formato novo, diferente? Também tem. 
 
 
 
 
 
Speaker 3 - 01:20:09
 
Meeting Title: DG2_Anima_0512_14h30.mp3 Meeting created at: 18th Mar, 2026 - 4:37 PM
110 / 164
 O refil continua aparecendo uma gota, né? 
 
 
 
 
Speaker 1 - 01:20:11
 
 É esse aqui, né? 
 
 
 
 
 
Speaker 3 - 01:20:13
 
 No começo, o óleo... 
 
 
 
 
Speaker 1 - 01:20:15
 
 O xampu e o crepe também parece uma gota. 
 
 
 
 
 
Speaker 3 - 01:20:16
 
 É, parece uma gota pouquinho mais natureza, cheia, claro. 
 
 
 
 
Speaker 1 - 01:20:20
 
 Xampu e condicionador parece uma gota, natureza e chuva, é isso?"
doc_33806bf9e4eb621f,doc_33806bf9e4eb621f_ch_0004,4,pt,"Speaker 1 - 03:07
 
 Então você gosta de dar de presente tanto na sua família quanto também no... Dar e receber, né? Ganhar também 
tanto na sua família quanto no trabalho, é isso? 
 
 
 
 
 
Speaker 2 - 03:19
 
 Isso. 
 
Meeting Title: EP10_Consumidora_3Cs.m4a Meeting created at: 20th Mar, 2026 - 3:05 PM
3 / 18
 
 
 
Speaker 1 - 03:21
 
 E quando você presenteia assim, por que você gosta? Me fala pouquinho mais para eu entender. Você falou que 
você gosta de dar presente, né? Para as pessoas. 
 
 
 
 
 
Speaker 2 - 03:31
 
 Presentear, para mim, é uma forma, sei lá, de celebrar uma amizade, de mostrar o quanto é querido, quanto aquela 
pessoa... Você tem apreço por ela. E não precisam ser datas. Às vezes, a filha mesmo sendo mãe, para ela 
desgastar, porque eu vejo alguma coisa na vitrine, eu gosto e eu levo para ela. Presenteio demais. E eu me sinto 
bem. Sei lá, é uma necessidade que eu tenho. 
 
 
 
 
Speaker 1 - 04:02
 
 Sempre foi assim? 
 
 
 
 
 
Speaker 2 - 04:05
 
 Hoje eu apresentei o mesmo, né? Devido à pandemia, a situação ficou mais, né? Ficou pouquinho mais ruim para 
todos, mas deu certo. Eu gosto sempre de estar presenteando. Não sei, pode ser até uma"
doc_e64af23fbf476840,doc_e64af23fbf476840_ch_0001,1,es,"Speaker 1 - 00:02
 
 ¿Cómo están, chicas? Me da gusto saludarlas, me da gusto conocerlas. Gracias por conectarse muy puntuales, 
gracias por hacer el previo de ver nuestro audio y así me presento de manera formal. Mi nombre es Danae 
Romero, me pueden decir Dana, me pueden hablar de tú con toda confianza, por favor, también a mí permítanme a 
ustedes hablarles de tú. Les quiero contar rapidísimamente, antes de que me hagan favor de presentarse cada 
una de ustedes, pues un poquito la dinámica muy general. La dinámica es, obviamente, aquí estamos nosotros 
con algunas preguntas, vamos a estar viendo algunos materiales, de manera que les pido por favor, toda su 
atención posible cuando estén viendo los materiales, porque son cosas muy rápidas, entonces hay que prestar 
muchísima atención. 
 
 
 
 
Speaker 1 - 00:52
 
 Vamos a estar viendo materiales en Zoom, entonces si alguna de ustedes de repente quiere agrandar su pantalla, 
ya saben, con sus deditos pueden agrandar para ver algún detalle, algunos son vídeos y otras son cosas fijas, 
entonces en el vídeo pues sí creo que no pueden agrandar, pero en la parte fija creo que sí. Y nada más como 
contarles que, pues realmente aquí lo"
doc_95f0f8f3bf008a0b,doc_95f0f8f3bf008a0b_ch_0052,52,pt,"não tem. Não 
tem. 
Meeting Title: EP15_Consultora_3Cs.m4a Meeting created at: 20th Mar, 2026 - 3:49 PM
32 / 39
 
 
 
 
Speaker 1 - 54:52
 
 Mas tudo bem, não tem problema. 
 
 
 
 
 
Speaker 2 - 54:53
 
 Elas são todas cor de laranja e não são tão fortes, resistentes. Tem que ser forte. As antigas, é papelão que... Eu 
posso pôr monte de coisa que eu não tenho medo de rasgar. Essas atuais eu tenho. Então, assim, como eu tenho 
pouquinho, uma história antiga lá, faz tempinho, eu tenho as caixas aqui em cima, que eu uso como decoração no 
espaço. Antiga, que não faz mais e também não vendo, não dou. Elas eram muito boas. A nature vestia muito na 
embalagem do presente, entende? A embalagem, talvez eles tinham aquele conceito que a embalagem vale mais 
do que o que tem dentro. Então as caixas, o que eles preparavam antes era muito bom. Agora não muito, agora tá 
nos produtos, entende? Então, eles colocam mais produtos, mais coisas, numa sacola não tão cheia de... Né? 
 
 
 
 
 
Speaker 2 - 55:50
 
 Eu coloquei essa porque o cliente vale a pena, o kit também eu acho que chamava, uma sacola melhorzinha. 
Coloquei esse lacinho aqui pra, né? Eu vou trocar esse papel aqui, vou pôr o"
doc_9997673909738651,doc_9997673909738651_ch_0090,90,pt,"mandam muito treinamento, eu 
pelo menos Nesse sentido, eu recebo mais noticário do que natura. Não sei se é porque a Natura é recente. Eu 
nem sabia de grupo. Nem estava em grupo. Entendeu? Não, eu não estou em grupo da Natura. Agora, noticário 
não. Toda hora eu estou lá mandando. Esse mandato em cashback. Incentivos. Eu acho que acabam mandando 
mais incentivos para eu vender. Tá. 
 
 
 
 
 
Speaker 2 - 01:19:37
 
 E se você não está sentindo ainda, não. Não, não. Não quero falar. 
 
 
Speaker 5 - 01:19:42
Meeting Title: DG5_Mercato_221123_11h30.mp3 Meeting created at: 16th Mar, 2026 - 4:41 PM
105 / 133
 
 
 Eu também sinto falta. Eu sinto falta da ex-líder. Ela estava sentando essas dicas. Quem mandar hoje tem brinde 
especial. Esse kit maravilhoso. Mandava fatias. Era legal. 
 
 
 
 
Speaker 1 - 01:20:02
 
 No dia do consumidor o Boticário ficou louco. Você mandava pedido. Você ganha muito de cashback 
incentivando você. 
 
 
 
 
 
Speaker 4 - 01:20:14
 
 A abrir mais coisas. 
 
 
 
 
Speaker 1 - 01:20:16
 
 Desconto. 
 
 
 
 
 
Speaker 2 - 01:20:19
 
 Cashback. É como a comissão do Boticário, mas. 
 
 
 
 
Speaker 1 - 01:20:25
 
 Eles te motivam a vender mais."
doc_8f0f9dbe32c1bce3,doc_8f0f9dbe32c1bce3_ch_0003,3,pt,"eting created at: 18th Mar, 2026 - 10:25 PM
3 / 115
 
 
 
 
Speaker 5 - 02:09
 
 Corre atrás dos sonhos. 
 
 
 
 
 
Speaker 3 - 02:12
 
 Legal. 
 
 
 
 
 
Speaker 2 - 02:13
 
 Prazer, bem-vinda. Oi, 
 
 
 
 
 
Speaker 4 - 02:19
 
 Meu nome é Alessandra, tenho [IDADE] anos, sou de Salvador, Bahia, trabalho numa empresa de administração de 
condomínios e minha definição em uma palavra é viagem. Eu amo viajar. 
 
 
 
 
 
Speaker 3 - 02:36
 
 Amo, amo, amo. 
 
 
 
 
 
Speaker 4 - 02:37
 
 Se tiver qualquer oportunidade, eu já tenho as necessaires prontas que é só eu catar e vazar, como a gente diz 
aqui em Salvador. 
 
 
Meeting Title: Q4_Rosacea 
BR_0404_14h00_AB1_2540anos_Natura.m4a
Meeting created at: 18th Mar, 2026 - 10:25 PM
4 / 115
 
 
Speaker 2 - 02:47
 
 Já deixa a mala na porta, né, Alessandra? 
 
 
 
 
 
Speaker 4 - 02:50
 
 Não, eu já tenho uma necessaire de remédio, uma necessaire de maquiagem, uma de higiene, pronta. Você diz 
assim, vamos em tal lugar, eu cato a roupa, não tenho muito trabalho não. 
 
 
 
 
 
Speaker 2 - 03:03
 
 E olha que você mora para nós aqui do Sudeste, você mora nas férias, né? Você mora em São Paulo, você mora 
nas férias. 
 
 
 
 
 
Speaker 4 -"
doc_b6665005023d6217,doc_b6665005023d6217_ch_0010,10,es,"rte ningún serum ni nada para sacar las arrugas. Sí, 
exacto, es lo que me pareció. 
 
 
 
 
 
Speaker 5 - 09:42
 
 A mí me pareció lo mismo y. 
 
 
 
 
 
Speaker 3 - 09:44
 
 Además como que fue muy rápida, o sea, como que no se dio más información del producto, como que listo, 
define amiga del tiempo. 
 
 
 
 
 
Speaker 2 - 09:55
 
 Hasta la música era como todo rápido para mí. 
 
 
 
 
Speaker 1 - 09:59
 
 OK, ¿Qué piensan que nos quisieron contar? Digo, si uno se sienta enfrente de la tele y ve esta publicidad en la 
tele, ¿Cuál es el mensaje que nos quieren dejar que no pelees contra. 
 
 
Speaker 2 - 10:09
Meeting Title: Q3_Rosacea 
ARG_0404_17h00_2540años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:05 PM
10 / 142
 
 
 
 La edad para mí, porque como tenés que hacer amiga del tiempo, es como que amigate con las líneas o no pelees 
contra las líneas como decía Manu, me parece algo así como que la contradictoria? 
 
 
 
 
 
Speaker 5 - 10:20
 
 OK, ¿Qué más? 
 
 
 
 
Speaker 1 - 10:22
 
 ¿Qué otra cosa sienten que nos quisieran decir? 
 
 
 
 
 
Speaker 6 - 10:27
 
 Que el producto no está pensado para una mujer joven o una persona mayor, sino que mostraba"
doc_5e9eef5d22c00bcf,doc_5e9eef5d22c00bcf_ch_0057,57,pt,"ui. O que eu tô ouvindo aqui é, nos 
primeiros foi mais difícil. Pô, é o começo, tudo, todo momento. 
 
 
 
 
 
Speaker 6 - 56:01
 
 Agora a gente tá criando de novo, 
 
 
 
 
Speaker 1 - 56:03
 
 Então não interessa se vê da [ENDERECO], se vê da [ENDERECO], tá aqui na equipe, gente, né? Não é assim. 
 
 
 
 
 
Speaker 2 - 56:08
 
 É uma verdade igual a nossa. 
 
 
 
 
 
Speaker 8 - 56:10
 
 Você... Pela voz você sabe quem é natura e quem é natura. Eu não vou passar pedido, não pedir pra mudar de 
líder, eu passo quando eu quiser. Oi, minha flor, seja bem-vinda. 
 
 
Meeting Title: DG7_Mercato_231123_09h00.mp3 Meeting created at: 16th Mar, 2026 - 4:49 PM
60 / 133
 
 
 
Speaker 7 - 56:25
 
 Qual que é a editora? 
 
 
 
 
Speaker 1 - 56:26
 
 A da Natura tá mais nervosa ali. 
 
 
 
 
 
Speaker 8 - 56:31
 
 É a mãe do cara, né? 
 
 
 
 
Speaker 7 - 56:34
 
 Então, tenta o banho. 
 
 
 
 
Speaker 1 - 56:39
 
 Vamos lá, eu preciso entender se isso é sentimento que tá peredurando, né? Porque a Rosana exige várias vezes 
essa coisa, tipo, Não imbate. Aqui era a natura e agora tem líder a vô. Fica mais na reativa. Vocês estão 
percebendo isso? 
 
 
 
 
 
Speaker 2 - 56:54
 
 Não é a"
doc_474985d7ea9b5b8b,doc_474985d7ea9b5b8b_ch_0002,2,es,"ber respuestas que sean 
correctas ni incorrectas, solamente eso, es el punto de vista de cada una. Bien, después. Bueno, ahora antes de 
arrancar me gustaría que cada una se presente, no sé, que me cuenten lo que quieran, su nombre, con quién viven, 
a qué se dedican o lo que les guste, así nos conocemos un poquito más y ya después arrancamos con el tema de 
hoy. No sé ¿Quién quiere empezar? 
 
 
 
 
 
Speaker 3 - 01:35
 
 Bueno, empiezo. 
 
 
 
 
Speaker 1 - 01:36
 
 Dale, María. 
 
 
Meeting Title: Q1_Bem Mães_ARG.m4a Meeting created at: 20th Mar, 2026 - 4:29 PM
1 / 66
 
 
Speaker 3 - 01:37
 
 Mi nombre es Marie, vivo con mi pareja y mis dos hijos varones. Soy maestra de primer grado, de nivel primario. Y 
nada, seguí escuchando acá la entrevista a ver qué pasa. 
 
 
 
 
Speaker 1 - 01:52
 
 Bueno, dale, perfecto, Buenísimo. Gracias, Mari. ¿A ver quién quiere seguir? Dale. 
 
 
 
 
 
Speaker 3 - 02:02
 
 ¿Qué tal? 
 
 
 
 
 
Speaker 2 - 02:02
 
 Mi nombre es Melissa. Bueno, vivo con mi marido y con mi hija que tiene dos años. 
 
 
 
 
Speaker 1 - 02:08
 
 Perfecto, buenísimo. Bienvenida. Muchas gracias. Bueno, vamos con Eli y después con María de los Ángeles. 
 
 
 
 
 
Speaker"
doc_4fb6c79b4c64bba8,doc_4fb6c79b4c64bba8_ch_0074,74,pt,"Speaker 6 - 01:11:30
 
 Tipo, passar no quinto já. 
 
 
 
 
Speaker 1 - 01:11:33
 
 Mas é o quê? É o formato dele? É o que ele tá falando que vai fazer? Onde tá a diferenciação dele? 
Meeting Title: Q2_Havana III_2607_16h30.m4a Meeting created at: 20th Mar, 2026 - 4:45 PM
65 / 121
 
 
 
 
Speaker 5 - 01:11:40
 
 É que eu nunca vi esse sentido, 
 
 
 
 
Speaker 1 - 01:11:42
 
 Tipo, o que isso faz? 
 
 
 
 
Speaker 5 - 01:11:44
 
 Seria a primeira vez que eu vi isso, por isso que é diferente. Eu nunca vi nada igual a ele. 
 
 
 
 
Speaker 1 - 01:11:49
 
 O que é tão diferente? 
 
 
 
 
Speaker 5 - 01:11:50
 
 O fato de você passar ele, essas três, puxar o ar essas cinco vezes, eu colocaria, até porque se ele vem com a 
fragrância, automaticamente a fragrância vai ficar no meu corpo, Certo? E aí eu penso que ele me energizaria 
durante o dia. Então, eu posso passar ali e fazer isso. Seria o que eu falei aquela hora de me mostrar como vai me 
energizar. Esse produto me mostra como ele vai me energizar. Ele me explica. Entendeu? 
 
 
 
 
Speaker 1 - 01:12:19
 
 Dá pra acreditar que ele vai energizar ou não? 
 
 
 
 
Speaker 5 - 01:12:23
 
 Acreditar só testando. 
 
 
 
 
Speaker 1"
doc_d2d8ffad5d07749d,doc_d2d8ffad5d07749d_ch_0070,70,es,"as gracias Ale. Y ya por último la frase igual que dijimos, la de 
siempre se me va hacer bien. 
 
 
 
 
 
Speaker 3 - 01:11:33
 
 ¿Que dije? 
 
 
 
 
Speaker 1 - 01:11:33
 
 ¿Fíjense, la firma tiene sentido o no la ve tan conectada como las otras? ¿En qué sentido la encuentran? ¿A ver 
primero Cintia que como que no encuentra, no le parece la conexión? Sí, dime Cintia. 
 
 
 
 
 
Speaker 5 - 01:11:47
 
 ¿La verdad es que sabes algo? La como que no me agrada tanto, como que confunde, como que está muy 
armada, o sea como con dos palabras la podrías definir, pero eso de ponerle bienestar hace bien, o sea sí, sí me 
queda claro que bienestar, pero hace bien, entonces no, con esta crema, bueno, con este serum la verdad yo no lo 
relaciono, como que no queda, como queda más en las corporales, las. 
 
 
 
 
Speaker 1 - 01:12:16
 
Meeting Title: Q3_Rosacea 
MEX_0404_22h00_C_2540años_Competencia.m...
Meeting created at: 18th Mar, 2026 - 10:14 PM
53 / 103
 Corporales en las otras dos que hablaban de un entorno y hacerlo más, o. 
 
 
 
 
 
Speaker 5 - 01:12:23
 
 Sea no tan bienestar, hacer bien, o sea como que no me llama. 
 
 
 
 
Speaker 1 - 01:12:30
 
 Perfecto, gracias Cintia. ¿Tú"
doc_e668ad5d413dd19f,doc_e668ad5d413dd19f_ch_0074,74,pt,"aker 1 - 01:17:32
 
 Nivea. 
 
 
Meeting Title: 
DG6_Radiosa_Betas_0712_14h00.m4a
Meeting created at: 13th Mar, 2026 - 10:44 AM
49 / 97
 
 
Speaker 4 - 01:17:33
 
 Nivea é muito bom. 
 
 
 
 
Speaker 1 - 01:17:35
 
 O que mais? Vem mais alguma marca? 
 
 
 
 
 
Speaker 3 - 01:17:37
 
 Monange. 
 
 
 
 
Speaker 5 - 01:17:37
 
 Monange. 
 
 
 
 
 
Speaker 3 - 01:17:39
 
 Monange. 
 
 
 
 
 
Speaker 2 - 01:17:40
 
 Paixão. 
 
 
 
 
Speaker 1 - 01:17:41
 
 Paixão. 
 
 
Meeting Title: 
DG6_Radiosa_Betas_0712_14h00.m4a
Meeting created at: 13th Mar, 2026 - 10:44 AM
50 / 97
 
Speaker 5 - 01:17:43
 
 Serave também, né? Eu não sei se é Serave ou Seravei. Seravei. Será pouquinho valor mais alto lá. 
 
 
 
 
Speaker 1 - 01:17:51
 
 Ó, vamos rapidinho aqui, que eu tenho. 
 
 
 
 
 
Speaker 4 - 01:17:53
 
 Muita coisa pra dizer. 
 
 
 
 
Speaker 1 - 01:17:54
 
 Vamos lá. Quando pensou em Nivea, o que a marca... Não é nem o produto em si, tá, gente? O que a marca Nivea 
transmite pra gente? 
 
 
 
 
 
Speaker 4 - 01:18:02
 
 Casa. Casa, eu acho. Eu acho que casa. 
 
 
 
 
Speaker 1 - 01:18:07
 
 Qualidade, casa, o que mais? 
 
 
 
 
 
Speaker 6 - 01:18:10
 
 Tradição. 
 
 
Speaker 1 -"
doc_aac2e8123c96e254,doc_aac2e8123c96e254_ch_0054,54,es,", acá tenemos. Yo la leo para quede grabada. ¿Dice Y 
si pudieras sentir en tu piel lo que el Amazona por vos? Pulpa corporal hidratante, antiseñales Tucumá de Natura 
Ecos, un bioactivo de la Amazonia, 100% de la producción de ácido hialurico, textura ultracremosa, producto 
vegano. Bien, miremos. ¿Qué les parece la idea así como la estamos viendo ahora? 
Meeting Title: Q4_Rosacea 
ARG_0504_19h15_2540años_C1C2_Natura.mp4
Meeting created at: 18th Mar, 2026 - 10:04 PM
52 / 106
 
 
 
 
 
Speaker 4 - 01:03:37
 
 Me gusta. 
 
 
 
 
 
Speaker 5 - 01:03:39
 
 Dale. 
 
 
 
 
Speaker 1 - 01:03:40
 
 ¿Por qué? 
 
 
 
 
 
Speaker 4 - 01:03:41
 
 Primero que a mí me gusta mucho las cremas de Natura y es verdad que la textura es como lo muestra la foto. Así 
que muestra algo real, no muestra nada ficticio ni nada transparente. Yo porque sé que es así. 
 
 
 
 
Speaker 1 - 01:04:00
 
 Bien, sigamos. Las demás vayan aportando. ¿Cómo? 
 
 
 
 
 
Speaker 3 - 01:04:07
 
 ¿Perdón, completa la descripción. 
 
 
 
 
Speaker 1 - 01:04:11
 
 Y qué te aportó? ¿Todo lo que tiene y te satisface ahora? Lo que te faltaba. Sí. OK, bárbaro. ¿Qué les parece la 
Meeting Title: Q4_Rosacea"
doc_3a9c3f93806290fb,doc_3a9c3f93806290fb_ch_0109,109,pt,"Entendeu? O que é o vegano? 
 
 
 
 
 
Speaker 2 - 02:00:14
 
 Então tá, deixa eu ouvir os outros aí. O que vocês acham entre vegano e não testado em animais? Tem algum que 
vocês preferem? Alguém que faz? 
 
 
Speaker 3 - 02:00:23
Meeting Title: DG3_Jack Pearson_2710_17h30.m4a Meeting created at: 12th Mar, 2026 - 1:21 PM
83 / 86
 
 
 
 Eu acho que eu concordo com o Chay, né, igual ele falou. Só que como o público às vezes não sabe que é essa 
parte vegana, às vezes acho que o não testado em animais a pessoa iria entender melhor. Só que quando você vê 
ali produto vegano, acho que atrairia mais as pessoas também que são veganas. Mas como o público em geral às 
vezes não sabe o sentido dessa palavra igual o Chay falou, eu acho que não testado em animais às vezes seria 
melhor para o público em geral, ao meu ver. 
 
 
 
 
 
Speaker 2 - 02:00:54
 
 Perfeito. Muito bom. Última coisa antes da gente encerrar. E se, ao invés de testado em homens, tivesse escrito 
para todos os homens? 
 
 
 
 
Speaker 6 - 02:01:08
 
 Fica perfeito, muito melhor. 
 
 
 
 
 
Speaker 2 - 02:01:11
 
 Melhor? 
 
 
 
 
Speaker 4 - 02:01:14
 
 É muito simples. 
 
 
 
 
Speaker 6 - 02:01:17
 
 Ou testado por"
doc_2e794b5b52308c61,doc_2e794b5b52308c61_ch_0081,81,pt,"- 01:30:28
 
 Prazer, gente. Tchau, tchau. 
 
 
 
 
 
Speaker 6 - 01:30:30
 
 Valeu, tchau. 
 
 
 
 
Speaker 7 - 01:30:34
 
 Valeu, paizão. 
 
 
 
 
 
Speaker 6 - 01:30:36
 
 Valeu, tamo junto. 
 
 
 
 
Speaker 7 - 01:30:41
 
 Na onde do Rio, pai? 
 
 
 
 
 
Speaker 6 - 01:30:43
 
 Taquara, Taquara, Jacarepaguá. 
 
 
 
 
Speaker 7 - 01:30:45
 
Meeting Title: DG4_Jack Pearson_2710_19h30.m4a Meeting created at: 12th Mar, 2026 - 1:21 PM
76 / 78
 Daqui a pouco eu vou pra aí, perto. 
 
 
 
 
 
Speaker 6 - 01:30:48
 
 Perdão, já me conheci, cara. Pujuá. 
 
 
 
 
Speaker 7 - 01:30:50
 
 Não, não, não, é mais pra Barrinha. Eu [ENDERECO]. 
 
 
 
 
 
Speaker 3 - 01:30:54
 
 Sim. 
 
 
 
 
 
Speaker 6 - 01:30:55
 
 Eu vou pra gravação. Vai gravar o que hoje? 
 
 
 
 
 
Speaker 3 - 01:31:04
 
 Hã? 
 
 
 
 
 
Speaker 6 - 01:31:06
 
 Vai gravar o que lá? Filme, hein? 
 
 
Speaker 7 - 01:31:09
Meeting Title: DG4_Jack Pearson_2710_19h30.m4a Meeting created at: 12th Mar, 2026 - 1:21 PM
77 / 78
 
 Filme da Cidade deus. 
 
 
 
 
 
Speaker 6 - 01:31:11
 
 O que tá pra sair agora há pouco, né? 
 
 
 
 
Speaker 7 - 01:31:14
 
 É. Valeu, valeu. 
 
 
 
 
 
Speaker 6 - 01:31:17
 
 Tamo junto, tamo junto."
doc_96f34760018e32cc,doc_96f34760018e32cc_ch_0057,57,es,"¿Sí, entonces yo pienso que es como un sello, 
como que quieren imponer que el easy lo asocie esa natura no? 
 
 
 
 
Speaker 1 - 01:04:17
 
 A otra marca OK, o sea que vos lo ves como un. Para que uno sienta como si fuese esto, como el sello de la marca 
y las chicas dicen si me estás queriendo imitar como que no me distraes y no me genera eso OK, ¿Qué pasa con 
lo del producto que también decía Delfi esto de que no le gustaba como ella no sabía explicar? No era Delfi, 
perdón, era. No sabía explicar bien qué le había pasado Lo que pasa es que cuando se van se les apagan las 
cámaras, a mí se me mueven de lugar y yo tengo la referencia y miro la que estaba arriba era la que me habló pero 
no, está más arriba, no sé. Si Yara, lo que te pasaba es que no te gustaba cómo estaba esparcida la crema, 
digamos. 
 
 
 
 
 
Speaker 5 - 01:05:01
 
 Sí, la textura, uno asocia un producto, a mí me pasa lo mismo, uno asocia una crema con algo blanco y quizás 
hasta más como liviana esa se ve como, no sé, parece cualquier otra cosa menos una crema. 
 
 
Meeting Title: Q2_Rosacea 
ARG_0504_17h00_1824años_C1C2_otrasmarca...
Meeting created at: 18th Mar, 2026 - 10:02 PM
39 / 75
 
Speaker 1 -"
doc_76c629289d2e414c,doc_76c629289d2e414c_ch_0028,28,pt,"s os produtos que tem. 
 
 
Meeting Title: EP15_Compras 
Digitais_0111_14h30.m4a
Meeting created at: 11th Mar, 2026 - 4:38 PM
21 / 39
 
 
Speaker 2 - 28:38
 
 Tá, você escreve a linha que você gosta e aí você vê todos os produtos. Quando você falou, eu vou ali descendo, o 
que você quer dizer com isso? 
 
 
 
 
 
Speaker 3 - 28:45
 
 A telinha, né? A tela do computador, vou descendo ali. 
 
 
 
 
 
Speaker 2 - 28:54
 
 Quando você tá descendo na telinha... Porque eu entendi que também são duas coisas diferentes. Uma é eu já 
quero produto todo dia, eu digito todo dia e já acho. E a outra é esse de você ir descendo. Me fala pouquinho. Por 
que às vezes você vai descendo? 
 
 
 
 
 
Speaker 3 - 29:10
 
 É porque não aparece tudo numa página. Tu tem que ir rolando a barra pra ir vendo todos os produtos que vai 
aparecendo embaixo. Embaixo do outro. 
 
 
 
 
 
Speaker 2 - 29:20
 
 Tá. Tem momentos que você acaba olhando o site, você acaba olhando as páginas como todo? Ou tem algo ali na 
página que você diria, poxa, eu acho essa sessão muito legal, eu acabo sempre entrando lá? 
 
 
 
 
 
Speaker 3 - 29:37
 
 Geralmente é na sessão da marca, dessa todo dia, que eu gosto. Às vezes, por"
doc_d9b928d2f9d57ae9,doc_d9b928d2f9d57ae9_ch_0059,59,pt,"der. Eu vi caso de uma pessoa que era minha consultora também, na época, que é de amante. Ela, Ju... 
E aí eu falei, estamos nas nuvens, obrigada. Aí o que eu fiz? Eu fazia só pelo digital. Porque eu falei, se der algum 
problema, eu sei que deve estar caso, o CAN, que é onde você liga, né? E aí ficou assim, duas semanas. Após duas 
semanas, eu tenho dois cadastros, 
 
 
 
 
 
Speaker 2 - 52:11
 
 O meu e do meu marido. 
 
 
 
 
 
Speaker 4 - 52:11
 
 A gente tem essas coisas na vida também. Aí o meu cadastro ficou com uma líder e o meu outro cadastro foi para 
outro setor. Acredite se quiser. Mesmo endereço, mesmo número, apartamento. 
 
 
 
 
 
Speaker 3 - 52:22
 
 Você estava com uma líder X, depois da fusão, tudo bem. Teve essa época de nuvem e você acabou indo para 
uma... 
 
 
 
 
 
Speaker 4 - 52:29
 
 Eu voltei para a minha líder, mas não sei se voltei porque eu tinha ligado depois e falei que eu queria. 
 
 
 
 
 
Speaker 3 - 52:34
 
 A minha líder, porque eu estava sem. 
 
 
Meeting Title: 
DG1_Mercato_231123_14h00_COMPLEMENTO.mp3
Meeting created at: 16th Mar, 2026 - 4:35 PM
61 / 145
 
 
Speaker 4 - 52:37
 
 Líder e falaram que era para mim aguardar uns dias por conta"
